"Date","Price","Open","High","Low","Vol.","Change %"
"25-01-2023","17,891.95","18,089.50","18,102.50","17,846.00","6.69K","-1.30%"
"24-01-2023","18,127.00","18,239.00","18,242.00","18,104.00","5.32K","-0.13%"
"23-01-2023","18,150.00","18,140.50","18,242.00","18,101.00","5.79K","0.52%"
"20-01-2023","18,055.50","18,135.50","18,171.50","18,038.50","5.15K","-0.36%"
"19-01-2023","18,121.00","18,120.50","18,175.50","18,084.00","4.94K","-0.33%"
"18-01-2023","18,180.50","18,120.00","18,299.50","18,073.00","4.66K","0.61%"
"17-01-2023","18,070.50","17,947.50","18,158.00","17,947.50","3.18K","0.87%"
"16-01-2023","17,914.00","18,066.50","18,084.00","17,884.00","5.06K","-0.38%"
"13-01-2023","17,982.00","17,962.50","18,085.50","17,831.00","4.71K","0.54%"
"12-01-2023","17,886.00","17,990.50","18,013.50","17,820.50","5.14K","-0.22%"
"11-01-2023","17,925.50","18,014.50","18,050.50","17,883.00","5.27K","-0.11%"
"10-01-2023","17,946.00","18,149.00","18,157.00","17,889.00","5.05K","-1.04%"
"09-01-2023","18,135.50","18,086.50","18,223.00","18,008.50","4.94K","1.32%"
"06-01-2023","17,899.50","18,060.00","18,125.00","17,867.00","5.20K","-0.75%"
"05-01-2023","18,035.00","18,136.00","18,186.00","17,959.50","5.46K","-0.29%"
"04-01-2023","18,088.00","18,252.50","18,289.50","18,075.00","4.09K","-1.05%"
"03-01-2023","18,280.00","18,190.50","18,321.50","18,190.50","4.05K","0.18%"
"02-01-2023","18,247.00","18,186.00","18,284.50","18,163.50","3.35K","0.47%"
"30-12-2022","18,161.00","18,340.00","18,361.50","18,111.50","3.23K","-0.16%"
"29-12-2022","18,191.00","18,049.50","18,170.00","17,990.00","4.52K","0.36%"
"28-12-2022","18,125.00","18,066.50","18,159.00","18,056.00","3.54K","-0.07%"
"27-12-2022","18,137.00","18,056.50","18,141.50","17,972.00","3.69K","0.64%"
"26-12-2022","18,021.00","17,893.50","18,022.50","17,893.00","3.80K","0.90%"
"23-12-2022","17,859.50","18,100.00","18,115.50","17,841.00","5.84K","-1.56%"
"22-12-2022","18,142.50","18,348.00","18,348.00","18,055.00","3.72K","-0.41%"
"21-12-2022","18,216.50","18,492.00","18,501.50","18,221.00","3.82K","-1.02%"
"20-12-2022","18,405.00","18,461.50","18,483.00","18,218.00","3.88K","-0.20%"
"19-12-2022","18,442.50","18,369.50","18,514.00","18,316.00","3.47K","0.81%"
"16-12-2022","18,294.00","18,395.00","18,479.50","18,315.00","3.85K","-0.80%"
"15-12-2022","18,442.00","18,685.00","18,716.00","18,370.00","3.88K","-1.32%"
"14-12-2022","18,689.50","18,806.00","18,815.50","18,721.50","3.62K","-0.10%"
"13-12-2022","18,709.00","18,625.50","18,878.00","18,574.00","2.56K","0.97%"
"12-12-2022","18,530.00","18,521.00","18,621.50","18,447.00","3.98K","-0.03%"
"09-12-2022","18,535.50","18,807.50","18,808.50","18,514.50","3.95K","-0.62%"
"08-12-2022","18,650.50","18,650.50","18,813.50","18,632.50","3.50K","0.25%"
"07-12-2022","18,603.50","18,719.50","18,765.50","18,657.50","3.94K","-0.45%"
"06-12-2022","18,688.00","18,739.00","18,792.00","18,685.50","2.58K","-0.32%"
"05-12-2022","18,748.50","18,864.50","18,871.50","18,707.50","5.44K","0.00%"
"02-12-2022","18,749.00","18,918.00","18,936.50","18,737.50","4.64K","-0.63%"
"01-12-2022","18,868.00","18,995.50","19,013.50","18,935.50","2.07K","0.28%"
"30-11-2022","18,815.50","18,769.50","18,917.00","18,737.00","5.43K","0.74%"
"29-11-2022","18,676.50","18,700.50","18,825.00","18,690.00","5.06K","0.29%"
"28-11-2022","18,623.00","18,586.50","18,763.00","18,586.50","5.59K","-0.20%"
"25-11-2022","18,661.00","18,625.00","18,678.50","18,599.00","5.49K","0.96%"
"24-11-2022","18,484.10","18,335.00","18,402.50","18,302.00","5.27K","1.17%"
"23-11-2022","18,269.50","18,354.00","18,355.00","18,242.50","5.33K","0.12%"
"22-11-2022","18,248.00","18,233.00","18,303.50","18,179.00","5.95K","0.28%"
"21-11-2022","18,197.00","18,260.00","18,272.50","18,161.50","5.43K","-0.67%"
"18-11-2022","18,319.50","18,427.50","18,436.50","18,261.50","5.07K","-0.22%"
"17-11-2022","18,359.00","18,408.50","18,476.50","18,268.50","5.93K","-0.36%"
"16-11-2022","18,425.00","18,453.00","18,498.50","18,404.00","5.20K","0.02%"
"15-11-2022","18,421.00","18,429.50","18,572.50","18,346.00","5.48K","0.01%"
"14-11-2022","18,420.00","18,439.00","18,459.50","18,386.00","5.44K","0.25%"
"11-11-2022","18,374.50","18,380.50","18,481.00","18,350.00","6.02K","1.77%"
"10-11-2022","18,054.50","18,145.00","18,438.00","18,021.00","5.66K","-0.72%"
"09-11-2022","18,185.50","18,402.50","18,402.50","18,181.00","5.39K","-0.26%"
"08-11-2022","18,233.50","18,334.00","18,389.00","18,284.00","4.71K","-0.09%"
"07-11-2022","18,250.00","18,315.50","18,344.00","18,159.00","3.90K","0.18%"
"04-11-2022","18,217.00","18,128.50","18,303.50","18,069.50","5.63K","0.73%"
"03-11-2022","18,084.50","18,014.00","18,159.00","18,005.50","5.63K","-0.18%"
"02-11-2022","18,116.50","18,230.00","18,230.00","18,108.50","5.29K","-0.42%"
"01-11-2022","18,192.00","18,172.50","18,301.50","18,118.50","5.47K","0.80%"
"31-10-2022","18,048.50","18,014.50","18,102.00","17,981.00","4.93K","1.24%"
"28-10-2022","17,827.00","17,862.50","17,945.00","17,776.50","5.65K","0.51%"
"27-10-2022","17,736.95","17,892.00","17,892.00","17,662.00","5.79K","0.45%"
"26-10-2022","17,658.00","17,799.00","17,923.00","17,797.00","5.39K","-0.01%"
"25-10-2022","17,659.50","17,802.50","17,831.50","17,646.00","5.94K","-0.42%"
"24-10-2022","17,734.50","17,766.00","17,767.00","17,725.50","0.25K","0.85%"
"21-10-2022","17,585.50","17,491.50","17,765.50","17,489.00","6.49K","0.06%"
"20-10-2022","17,574.50","17,363.00","17,625.00","17,363.00","5.87K","0.29%"
"19-10-2022","17,524.00","17,514.00","17,593.50","17,436.00","3.86K","0.13%"
"18-10-2022","17,500.50","17,468.50","17,530.00","17,440.00","3.92K","1.00%"
"17-10-2022","17,326.50","17,137.00","17,428.00","17,095.00","4.07K","0.71%"
"14-10-2022","17,204.50","17,300.00","17,347.50","17,080.00","5.87K","1.00%"
"13-10-2022","17,034.50","17,052.00","17,133.00","16,801.50","5.66K","-0.65%"
"12-10-2022","17,145.50","16,984.00","17,102.50","16,944.00","4.47K","0.82%"
"11-10-2022","17,006.50","17,216.00","17,216.00","16,981.50","3.66K","-1.50%"
"10-10-2022","17,265.50","17,042.00","17,261.50","17,025.00","4.10K","-0.45%"
"07-10-2022","17,343.50","17,243.50","17,343.50","17,111.00","4.27K","-0.11%"
"06-10-2022","17,362.50","17,431.00","17,434.50","17,275.00","4.09K","0.16%"
"05-10-2022","17,334.00","17,347.50","17,489.00","17,301.00","3.67K","0.16%"
"04-10-2022","17,307.00","17,123.00","17,410.50","17,123.00","4.51K","2.28%"
"03-10-2022","16,920.50","16,963.50","17,070.00","16,847.50","4.58K","-1.24%"
"30-09-2022","17,132.50","16,774.00","17,188.00","16,762.50","5.86K","1.87%"
"29-09-2022","16,818.10","17,043.00","17,052.00","16,789.50","4.92K","-0.25%"
"28-09-2022","16,860.00","16,863.50","17,077.00","16,824.50","6.02K","-0.95%"
"27-09-2022","17,021.50","17,066.50","17,142.00","16,891.00","5.84K","0.01%"
"26-09-2022","17,020.50","17,187.00","17,192.50","16,960.50","5.56K","-1.81%"
"23-09-2022","17,334.00","17,503.00","17,507.50","17,308.00","6.30K","-1.72%"
"22-09-2022","17,637.50","17,567.00","17,739.00","17,532.00","6.35K","-0.51%"
"21-09-2022","17,727.50","17,714.00","17,832.00","17,653.50","4.59K","-0.56%"
"20-09-2022","17,826.50","17,770.00","17,939.00","17,721.00","7.77K","1.09%"
"19-09-2022","17,633.50","17,560.00","17,724.00","17,452.50","6.94K","-0.49%"
"16-09-2022","17,721.00","17,782.50","17,789.50","17,533.50","4.25K","-0.96%"
"15-09-2022","17,893.00","18,048.00","18,073.00","17,816.50","2.51K","-0.64%"
"14-09-2022","18,008.50","17,763.00","18,098.50","17,763.00","12.18K","-0.51%"
"13-09-2022","18,100.50","18,044.50","18,135.50","17,819.50","9.28K","0.61%"
"12-09-2022","17,990.00","17,832.00","18,010.00","17,831.50","10.34K","0.75%"
"09-09-2022","17,856.00","17,931.50","17,940.50","17,795.50","10.43K","0.19%"
"08-09-2022","17,822.50","17,760.50","17,868.50","17,692.50","12.19K","0.98%"
"07-09-2022","17,649.00","17,484.50","17,664.50","17,484.50","10.68K","-0.18%"
"06-09-2022","17,681.50","17,755.50","17,755.50","17,534.50","9.95K","-0.06%"
"05-09-2022","17,692.50","17,498.00","17,702.50","17,498.00","9.22K","0.70%"
"02-09-2022","17,569.50","17,575.50","17,685.00","17,473.00","6.68K","-0.03%"
"01-09-2022","17,574.00","17,467.50","17,708.00","17,467.50","13.63K","-1.41%"
"30-08-2022","17,825.50","17,422.00","17,849.50","17,408.50","7.05K","2.76%"
"29-08-2022","17,346.50","17,264.00","17,430.50","17,242.50","8.85K","-1.74%"
"26-08-2022","17,654.00","17,687.50","17,753.00","17,501.00","6.88K","0.75%"
"25-08-2022","17,522.45","17,695.00","17,729.00","17,508.00","7.60K","-0.47%"
"24-08-2022","17,606.00","17,581.00","17,687.00","17,487.00","6.63K","0.15%"
"23-08-2022","17,580.00","17,408.50","17,656.50","17,388.00","6.79K","0.49%"
"22-08-2022","17,494.00","17,699.00","17,703.50","17,438.50","9.60K","-1.53%"
"19-08-2022","17,765.50","17,986.00","17,999.00","17,667.50","8.94K","-1.11%"
"18-08-2022","17,964.50","17,939.50","18,025.50","17,864.00","5.50K","-0.12%"
"17-08-2022","17,986.00","17,911.50","17,997.00","17,890.00","6.30K","0.84%"
"16-08-2022","17,836.50","17,854.50","17,897.00","17,802.50","6.24K","0.63%"
"12-08-2022","17,725.00","17,682.00","17,753.50","17,630.00","10.35K","0.24%"
"11-08-2022","17,682.00","17,745.50","17,777.00","17,662.50","9.86K","0.74%"
"10-08-2022","17,551.50","17,525.00","17,733.00","17,460.50","7.82K","0.07%"
"09-08-2022","17,539.50","17,558.50","17,567.00","17,505.50","7.17K","-0.03%"
"08-08-2022","17,544.00","17,394.50","17,629.50","17,394.50","11.00K","0.71%"
"05-08-2022","17,419.50","17,446.00","17,514.00","17,328.50","13.80K","0.20%"
"04-08-2022","17,384.00","17,485.00","17,498.50","17,180.00","5.11K","-0.16%"
"03-08-2022","17,412.50","17,379.00","17,501.50","17,251.00","11.85K","0.51%"
"02-08-2022","17,325.00","17,321.50","17,421.50","17,243.50","10.81K","-0.38%"
"01-08-2022","17,391.50","17,280.00","17,437.50","17,243.50","10.90K","0.95%"
"29-07-2022","17,228.00","17,120.00","17,244.50","17,065.50","10.22K","1.76%"
"28-07-2022","16,929.60","16,761.50","16,924.50","16,757.50","4.65K","1.73%"
"27-07-2022","16,642.50","16,467.00","16,692.00","16,441.00","6.08K","0.84%"
"26-07-2022","16,504.50","16,605.50","16,625.50","16,434.50","6.77K","-0.82%"
"25-07-2022","16,640.50","16,693.00","16,698.00","16,565.00","7.51K","-0.50%"
"22-07-2022","16,724.00","16,671.50","16,778.00","16,615.50","13.29K","0.68%"
"21-07-2022","16,610.50","16,510.00","16,672.00","16,509.50","9.18K","0.60%"
"20-07-2022","16,512.00","16,543.00","16,572.00","16,410.50","8.57K","0.98%"
"19-07-2022","16,352.50","16,180.50","16,377.50","16,180.50","9.07K","0.41%"
"18-07-2022","16,285.50","16,190.00","16,295.00","16,176.50","8.23K","1.42%"
"15-07-2022","16,058.00","15,979.00","16,145.50","15,925.00","10.35K","0.69%"
"14-07-2022","15,948.50","15,957.50","16,057.00","15,811.00","11.24K","-0.18%"
"13-07-2022","15,977.00","16,144.00","16,144.00","15,833.50","10.84K","-0.58%"
"12-07-2022","16,069.50","16,076.00","16,131.50","16,022.50","13.93K","-0.98%"
"11-07-2022","16,228.00","16,124.00","16,246.00","16,103.00","5.47K","-0.04%"
"08-07-2022","16,234.50","16,260.50","16,265.00","16,157.50","12.99K","0.54%"
"07-07-2022","16,147.50","16,116.50","16,278.50","16,040.00","11.26K","0.89%"
"06-07-2022","16,004.50","15,862.50","16,020.00","15,781.00","11.01K","1.13%"
"05-07-2022","15,826.00","15,890.00","16,000.00","15,745.50","13.70K","-0.16%"
"04-07-2022","15,851.00","15,689.50","15,834.50","15,656.50","13.68K","0.51%"
"01-07-2022","15,770.00","15,652.50","15,712.50","15,570.00","13.44K","-0.06%"
"30-06-2022","15,780.25","15,841.00","15,871.00","15,711.00","13.49K","-0.13%"
"29-06-2022","15,800.00","15,682.00","15,847.00","15,678.50","14.74K","-0.32%"
"28-06-2022","15,851.50","15,773.00","15,844.00","15,711.50","10.72K","0.11%"
"27-06-2022","15,834.00","15,884.00","15,930.00","15,818.50","13.50K","0.83%"
"24-06-2022","15,703.00","15,673.50","15,719.00","15,607.50","14.09K","0.91%"
"23-06-2022","15,561.00","15,422.50","15,612.50","15,360.00","13.53K","0.92%"
"22-06-2022","15,418.50","15,574.50","15,574.50","15,357.50","14.74K","-1.44%"
"21-06-2022","15,644.50","15,408.00","15,731.50","15,408.00","12.32K","1.88%"
"20-06-2022","15,356.50","15,277.00","15,385.00","15,200.00","12.74K","0.39%"
"17-06-2022","15,297.50","15,399.00","15,399.00","15,227.50","12.89K","-0.44%"
"16-06-2022","15,365.00","15,720.00","15,720.00","15,278.50","11.78K","-2.12%"
"15-06-2022","15,697.00","15,688.50","15,777.50","15,674.50","12.14K","-0.26%"
"14-06-2022","15,737.50","15,687.00","15,855.00","15,671.50","13.66K","-0.27%"
"13-06-2022","15,780.00","15,890.00","15,890.00","15,640.00","13.81K","-2.64%"
"10-06-2022","16,208.50","16,248.00","16,282.50","16,022.50","10.57K","-1.68%"
"09-06-2022","16,485.50","16,273.50","16,473.50","16,257.00","9.72K","0.74%"
"08-06-2022","16,364.00","16,487.50","16,513.50","16,319.50","9.07K","-0.37%"
"07-06-2022","16,424.50","16,465.00","16,486.50","16,346.50","9.13K","-0.93%"
"06-06-2022","16,578.50","16,526.50","16,609.50","16,472.50","8.27K","-0.10%"
"03-06-2022","16,594.50","16,778.50","16,785.50","16,482.50","5.33K","-0.26%"
"02-06-2022","16,638.50","16,484.00","16,689.00","16,484.00","6.47K","0.64%"
"01-06-2022","16,533.00","16,500.50","16,615.50","16,400.00","5.59K","-0.38%"
"31-05-2022","16,595.50","16,569.00","16,685.00","16,494.50","5.60K","-0.46%"
"30-05-2022","16,672.50","16,500.50","16,679.50","16,499.00","5.11K","1.88%"
"27-05-2022","16,364.50","16,266.50","16,386.00","16,200.50","6.71K","1.20%"
"26-05-2022","16,170.15","16,111.50","16,176.50","15,898.00","5.53K","0.90%"
"25-05-2022","16,026.50","16,221.00","16,221.00","15,936.00","5.51K","-0.62%"
"24-05-2022","16,126.00","16,204.50","16,233.00","16,014.00","5.97K","-0.56%"
"23-05-2022","16,216.00","16,255.50","16,384.50","16,154.50","6.04K","-0.16%"
"20-05-2022","16,241.50","16,000.50","16,267.50","15,999.50","5.57K","2.72%"
"19-05-2022","15,812.00","15,914.50","16,008.00","15,765.00","5.70K","-2.66%"
"18-05-2022","16,243.50","16,244.50","16,338.50","16,034.50","5.17K","-0.12%"
"17-05-2022","16,262.50","15,873.00","16,262.00","15,873.00","5.17K","2.63%"
"16-05-2022","15,846.00","15,812.50","15,973.50","15,773.50","4.02K","0.38%"
"13-05-2022","15,786.50","16,009.50","16,037.00","15,762.00","5.29K","-0.17%"
"12-05-2022","15,813.00","15,965.50","15,965.50","15,711.50","5.26K","-2.22%"
"11-05-2022","16,172.50","16,188.50","16,292.50","15,970.50","5.83K","-0.45%"
"10-05-2022","16,246.00","16,210.50","16,377.50","16,045.00","5.43K","-0.38%"
"09-05-2022","16,308.00","16,236.50","16,389.00","16,144.50","5.59K","-0.65%"
"06-05-2022","16,414.00","16,449.00","16,467.00","16,290.50","5.76K","-1.63%"
"05-05-2022","16,685.50","16,843.50","16,973.50","16,414.50","4.44K","0.03%"
"04-05-2022","16,681.00","17,073.50","17,075.00","16,626.00","5.42K","-2.29%"
"03-05-2022","17,072.50","16,978.00","17,063.50","16,940.00","5.25K","0.00%"
"02-05-2022","17,072.50","16,917.00","17,073.00","16,905.50","5.19K","-0.20%"
"29-04-2022","17,106.50","17,294.00","17,382.50","17,039.50","5.50K","-0.80%"
"28-04-2022","17,245.05","17,118.00","17,300.50","17,074.50","4.67K","1.21%"
"27-04-2022","17,038.50","17,027.00","17,110.50","16,928.00","6.15K","-0.95%"
"26-04-2022","17,201.50","17,132.00","17,221.50","17,024.50","5.34K","0.96%"
"25-04-2022","17,038.00","16,958.50","17,055.50","16,892.00","6.18K","-0.79%"
"22-04-2022","17,173.00","17,201.00","17,311.50","17,095.50","0.66K","-1.27%"
"21-04-2022","17,393.50","17,233.00","17,435.00","17,233.00","5.24K","1.49%"
"20-04-2022","17,138.00","17,016.50","17,216.00","17,010.50","6.45K","1.05%"
"19-04-2022","16,960.00","17,244.00","17,302.50","16,871.00","6.04K","-1.25%"
"18-04-2022","17,175.00","17,256.00","17,273.50","17,099.50","6.17K","-1.73%"
"14-04-2022","17,478.00","17,452.00","17,506.00","17,356.00","5.21K","-0.26%"
"13-04-2022","17,524.00","17,579.00","17,689.50","17,333.00","6.35K","-0.25%"
"12-04-2022","17,568.50","17,585.00","17,674.00","17,475.00","6.18K","-0.62%"
"11-04-2022","17,677.50","17,775.50","17,815.50","17,629.50","6.43K","-1.28%"
"08-04-2022","17,907.00","17,753.00","17,940.00","17,656.00","5.83K","0.92%"
"07-04-2022","17,743.00","17,766.00","17,860.50","17,667.00","6.08K","-0.45%"
"06-04-2022","17,823.00","17,867.00","17,964.00","17,747.00","6.12K","-1.04%"
"05-04-2022","18,010.50","18,201.00","18,201.00","17,939.50","6.03K","-0.26%"
"04-04-2022","18,057.00","17,710.50","18,216.50","17,710.50","6.34K","2.17%"
"01-04-2022","17,674.00","17,444.00","17,748.00","17,441.50","5.89K","1.20%"
"31-03-2022","17,464.75","17,523.00","17,555.50","17,440.50","4.89K","-0.19%"
"30-03-2022","17,498.50","17,531.00","17,558.00","17,436.00","5.70K","1.00%"
"29-03-2022","17,326.00","17,376.00","17,590.00","17,279.50","5.01K","0.60%"
"28-03-2022","17,222.50","17,199.50","17,351.00","17,026.00","8.55K","0.40%"
"25-03-2022","17,154.00","17,278.10","17,278.10","17,101.45","5.83K","-0.40%"
"24-03-2022","17,223.75","17,203.65","17,337.75","17,176.85","6.47K","-0.13%"
"23-03-2022","17,246.80","17,458.55","17,458.55","17,171.40","6.14K","-0.40%"
"22-03-2022","17,316.80","17,158.95","17,452.60","17,058.05","6.50K","1.16%"
"21-03-2022","17,119.05","17,406.40","17,406.40","17,146.60","6.04K","-0.97%"
"18-03-2022","17,287.40","17,270.00","17,431.60","17,234.60","5.99K","0.00%"
"17-03-2022","17,287.40","17,264.95","17,364.30","17,214.00","6.11K","1.84%"
"16-03-2022","16,975.70","16,909.35","17,294.05","16,851.80","7.22K","1.87%"
"15-03-2022","16,663.40","16,863.80","16,914.95","16,546.10","6.60K","-1.23%"
"14-03-2022","16,871.70","16,551.10","16,962.85","16,535.00","6.65K","1.45%"
"11-03-2022","16,630.95","16,506.05","16,845.80","16,494.60","6.66K","0.21%"
"10-03-2022","16,595.40","16,652.80","16,724.40","16,404.50","8.22K","1.53%"
"09-03-2022","16,345.85","15,949.45","16,577.25","15,894.10","8.55K","2.07%"
"08-03-2022","16,013.95","15,749.20","16,049.30","15,623.75","10.81K","0.95%"
"07-03-2022","15,863.70","15,813.00","16,030.60","15,664.35","8.38K","-2.35%"
"04-03-2022","16,245.95","16,294.95","16,449.00","16,085.50","6.38K","-1.53%"
"03-03-2022","16,498.70","16,669.45","16,754.05","16,370.05","6.74K","-0.65%"
"02-03-2022","16,606.65","16,462.35","16,739.45","16,462.35","7.21K","-1.12%"
"01-03-2022","16,794.60","16,914.95","16,952.00","16,458.80","8.73K","0.00%"
"28-02-2022","16,794.65","16,643.55","16,938.20","16,387.85","11.82K","0.81%"
